wlbWellboreName,wlbDrillingOperator,wlbProductionLicence,wlbWellType,wlbPurposePlanned,wlbContent,wlbEntryDate,wlbCompletionDate,wlbField,wlbMainArea,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNpdidWellbore,dateSyncNPD
34/10-C-2,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1989-12-31,1990-04-25,GULLFAKS,NORTH SEA,ED50,61,12,53.71,N,2,16,27.87,E,61.214919,2.274408,6787104.13,461019.80,31,1491,2013-05-08
34/10-C-3,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1990-03-03,1990-06-22,GULLFAKS,NORTH SEA,ED50,61,12,54.72,N,2,16,26.27,E,61.215200,2.273964,6787135.65,460996.27,31,1518,2013-05-08
34/10-C-4,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,WATER,1990-06-22,1991-02-09,GULLFAKS,NORTH SEA,ED50,61,12,53.5,N,2,16,28.13,E,61.214861,2.274481,6787097.59,461023.60,31,1598,2013-05-08
34/10-C-5,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1990-09-02,1991-01-03,GULLFAKS,NORTH SEA,ED50,61,12,53.35,N,2,16,27.92,E,61.214819,2.274422,6787092.98,461020.42,31,1670,2013-05-08
34/10-C-5 A,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2004-07-21,2004-08-27,GULLFAKS,NORTH SEA,ED50,61,12,53.35,N,2,16,27.92,E,61.214819,2.274422,6787092.98,461020.42,31,4597,2013-05-08
34/10-C-5 B,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2004-08-28,2004-09-28,GULLFAKS,NORTH SEA,ED50,61,12,53.35,N,2,16,27.92,E,61.214819,2.274422,6787092.98,461020.42,31,4995,2013-05-08
34/10-C-6,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1991-02-11,1991-04-18,GULLFAKS,NORTH SEA,ED50,61,12,54.54,N,2,16,26.3,E,61.215150,2.273972,6787130.07,460996.65,31,1716,2013-05-08
34/10-C-6 A,Statoil Petroleum AS,050,DEVELOPMENT,PRODUCTION,OIL,2009-12-16,2010-07-25,GULLFAKS,NORTH SEA,ED50,61,12,54.54,N,2,16,26.3,E,61.215150,2.273972,6787130.07,460996.65,31,6242,2013-05-08
34/10-C-7,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1991-04-18,1991-06-26,GULLFAKS,NORTH SEA,ED50,61,12,54.51,N,2,16,26.53,E,61.215142,2.274036,6787129.11,461000.07,31,1045,2013-05-08
34/10-C-8,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1991-06-26,1991-08-19,GULLFAKS,NORTH SEA,ED50,61,12,54.66,N,2,16,26.73,E,61.215183,2.274092,6787133.71,461003.11,31,1788,2013-05-08
34/10-C-9,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1991-08-19,1992-01-17,GULLFAKS,NORTH SEA,ED50,61,12,53.45,N,2,16,27.61,E,61.214847,2.274336,6787096.13,461015.83,31,1841,2013-05-08
34/10-C-9 A,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2005-05-01,2005-07-26,GULLFAKS,NORTH SEA,ED50,61,12,53.45,N,2,16,27.61,E,61.214847,2.274336,6787096.13,461015.83,31,5087,2013-05-08
34/10-C-10,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,WATER,1991-10-22,1992-03-27,GULLFAKS,NORTH SEA,ED50,61,12,54.83,N,2,16,26.33,E,61.215231,2.273981,6787139.04,460997.20,31,1877,2013-05-08
34/10-C-11,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1992-01-18,1992-03-05,GULLFAKS,NORTH SEA,ED50,61,12,53.56,N,2,16,27.67,E,61.214878,2.274353,6787099.52,461016.76,31,1913,2013-05-08
34/10-C-12,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,WATER,1992-03-27,1992-05-17,GULLFAKS,NORTH SEA,ED50,61,12,54.76,N,2,16,26.42,E,61.215211,2.274006,6787136.86,460998.52,31,1945,2013-05-08
34/10-C-13,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,WATER,1992-05-17,1992-06-28,GULLFAKS,NORTH SEA,ED50,61,12,53.75,N,2,16,28.02,E,61.214931,2.274450,6787105.34,461022.05,31,1968,2013-05-08
34/10-C-14,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1992-08-11,1992-11-13,GULLFAKS,NORTH SEA,ED50,61,12,53.4,N,2,16,28.27,E,61.214833,2.274519,6787094.47,461025.66,31,2017,2013-05-08
34/10-C-15,Den norske stats oljeselskap a.s,050,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1992-11-13,1992-12-03,GULLFAKS,NORTH SEA,ED50,61,12,54.79,N,2,16,26.19,E,61.215219,2.273942,6787137.83,460995.10,31,2037,2013-05-08
34/10-C-15 A,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1992-12-03,1993-02-19,GULLFAKS,NORTH SEA,ED50,61,12,54.79,N,2,16,26.19,E,61.215219,2.273942,6787137.83,460995.10,31,2054,2013-05-08
34/10-C-15 B,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,NULL,2003-04-09,2003-04-16,GULLFAKS,NORTH SEA,ED50,61,12,54.79,N,2,16,26.19,E,61.215219,2.273942,6787137.83,460995.10,31,4698,2013-05-08
34/10-C-15 C,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2003-04-17,2003-05-02,GULLFAKS,NORTH SEA,ED50,61,12,54.79,N,2,16,26.19,E,61.215219,2.273942,6787137.83,460995.10,31,4741,2013-05-08
34/10-C-16,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1993-02-20,1993-09-30,GULLFAKS,NORTH SEA,ED50,61,12,53.61,N,2,16,28.19,E,61.214892,2.274497,6787100.98,461024.54,31,2074,2013-05-08
34/10-C-17,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,WATER,1993-03-22,1993-06-22,GULLFAKS,NORTH SEA,ED50,61,12,53.68,N,2,16,28.1,E,61.214911,2.274472,6787103.16,461023.22,31,2115,2013-05-08
34/10-C-18,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,WATER,1993-12-15,1994-02-19,GULLFAKS,NORTH SEA,ED50,61,12,53.42,N,2,16,27.84,E,61.214839,2.274400,6787095.16,461019.25,31,2184,2013-05-08
34/10-C-18 A,Statoil Petroleum AS,050,DEVELOPMENT,OBSERVATION,NULL,2012-02-12,9999-12-31,GULLFAKS,NORTH SEA,ED50,61,12,53.42,N,2,16,27.84,E,61.214839,2.274400,6787095.16,461019.25,31,6795,2013-05-08
34/10-C-18 B,Statoil Petroleum AS,050,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GULLFAKS,NORTH SEA,ED50,61,12,53.42,N,2,16,27.84,E,61.214839,2.274400,6787095.16,461019.25,31,6796,2013-05-08
34/10-C-19,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1993-09-30,1993-12-09,GULLFAKS,NORTH SEA,ED50,61,12,54.86,N,2,16,26.1,E,61.215239,2.273917,6787140.01,460993.78,31,2175,2013-05-08
34/10-C-20,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,NULL,1994-04-05,1994-09-26,GULLFAKS,NORTH SEA,ED50,61,12,53.39,N,2,16,28.06,E,61.214831,2.274461,6787094.20,461022.52,31,2266,2013-05-08
34/10-C-20 AY2,Statoil ASA (old),050,DEVELOPMENT,INJECTION,WATER,2006-12-20,2007-03-17,GULLFAKS,NORTH SEA,ED50,61,12,53.39,N,2,16,28.06,E,61.214831,2.274461,6787094.20,461022.52,31,5478,2013-05-08
34/10-C-20 AY1,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,1996-04-20,1996-05-24,GULLFAKS,NORTH SEA,ED50,61,12,53.39,N,2,16,28.06,E,61.214831,2.274461,6787094.20,461022.52,31,2807,2013-05-08
34/10-C-21,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,WATER,1994-02-19,1994-07-11,GULLFAKS,NORTH SEA,ED50,61,12,54.58,N,2,16,26.44,E,61.215161,2.274011,6787131.29,460998.76,31,2303,2013-05-08
34/10-C-22,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1994-03-01,1994-04-04,GULLFAKS,NORTH SEA,ED50,61,12,54.73,N,2,16,26.65,E,61.215203,2.274069,6787135.89,461001.94,31,2312,2013-05-08
34/10-C-23,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,NULL,1994-10-05,1994-11-01,GULLFAKS,NORTH SEA,ED50,61,12,54.8,N,2,16,26.56,E,61.215222,2.274044,6787138.07,461000.62,31,2369,2013-05-08
34/10-C-23 A,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1994-11-02,1994-11-23,GULLFAKS,NORTH SEA,ED50,61,12,54.8,N,2,16,26.56,E,61.215222,2.274044,6787138.07,461000.62,31,2453,2013-05-08
34/10-C-23 B,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,NULL,2003-05-11,2003-05-28,GULLFAKS,NORTH SEA,ED50,61,12,54.8,N,2,16,26.56,E,61.215222,2.274044,6787138.07,461000.62,31,4742,2013-05-08
34/10-C-23 C,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2003-05-29,2003-06-21,GULLFAKS,NORTH SEA,ED50,61,12,54.8,N,2,16,26.56,E,61.215222,2.274044,6787138.07,461000.62,31,4763,2013-05-08
34/10-C-24,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1994-11-24,1995-02-02,GULLFAKS,NORTH SEA,ED50,61,12,53.6,N,2,16,27.81,E,61.214889,2.274392,6787100.74,461018.86,31,2391,2013-05-08
34/10-C-25,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1995-01-24,1995-03-15,GULLFAKS,NORTH SEA,ED50,61,12,54.55,N,2,16,26.67,E,61.215153,2.274075,6787130.32,461002.18,31,2392,2013-05-08
34/10-C-26,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1995-03-15,1995-04-05,GULLFAKS,NORTH SEA,ED50,61,12,53.52,N,2,16,27.89,E,61.214867,2.274414,6787098.25,461020.03,31,2450,2013-05-08
34/10-C-26 A,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2003-03-21,2003-04-03,GULLFAKS,NORTH SEA,ED50,61,12,53.52,N,2,16,27.89,E,61.214867,2.274414,6787098.25,461020.03,31,4684,2013-05-08
34/10-C-27,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1995-04-06,1995-05-21,GULLFAKS,NORTH SEA,ED50,61,12,54.61,N,2,16,26.21,E,61.215169,2.273947,6787132.25,460995.33,31,2515,2013-05-08
34/10-C-28,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1995-05-22,1995-06-14,GULLFAKS,NORTH SEA,ED50,61,12,53.57,N,2,16,28.04,E,61.214881,2.274456,6787099.77,461022.28,31,2553,2013-05-08
34/10-C-29,Den norske stats oljeselskap a.s,050,DEVELOPMENT,OBSERVATION,OIL,1995-08-09,1995-10-13,GULLFAKS,NORTH SEA,ED50,61,12,54.69,N,2,16,26.5,E,61.215192,2.274028,6787134.68,460999.69,31,2622,2013-05-08
34/10-C-30,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1995-10-13,1995-11-25,GULLFAKS,NORTH SEA,ED50,61,12,53.49,N,2,16,27.75,E,61.214858,2.274375,6787097.34,461017.93,31,2674,2013-05-08
34/10-C-30 A,Statoil Petroleum AS,050,DEVELOPMENT,INJECTION,CUTTINGS,2012-12-05,2013-01-02,GULLFAKS,NORTH SEA,61ED50,61,12,53.49,N,2,16,27.75,E,61.214858,2.274375,6787097.34,461017.93,31,7061,2013-05-08
34/10-C-31,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,WATER,1995-11-27,1996-01-17,GULLFAKS,NORTH SEA,ED50,61,12,54.62,N,2,16,26.59,E,61.215172,2.274053,6787132.50,461001.01,31,2720,2013-05-08
34/10-C-32,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1996-01-23,1996-03-17,GULLFAKS,NORTH SEA,ED50,61,12,53.43,N,2,16,28.21,E,61.214842,2.274503,6787095.41,461024.77,31,2747,2013-05-08
34/10-C-33,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1996-03-18,1996-04-04,GULLFAKS,NORTH SEA,ED50,61,12,54.9,N,2,16,26.25,E,61.215250,2.273958,6787141.22,460996.03,31,2787,2013-05-08
34/10-C-34,Den norske stats oljeselskap a.s,050,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1996-05-06,1996-06-20,GULLFAKS,NORTH SEA,ED50,61,12,54.87,N,2,16,26.48,E,61.215242,2.274022,6787140.25,460999.45,31,2815,2013-05-08
34/10-C-34 A,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1996-06-20,1996-08-11,GULLFAKS,NORTH SEA,ED50,61,12,54.87,N,2,16,26.48,E,61.215242,2.274022,6787140.25,460999.45,31,2840,2013-05-08
34/10-C-35,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1996-08-11,1997-03-14,GULLFAKS,NORTH SEA,ED50,61,12,53.38,N,2,16,27.69,E,61.214828,2.274358,6787093.95,461017.00,31,2868,2013-05-08
34/10-C-36,Den norske stats oljeselskap a.s,050,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1996-10-05,1997-05-30,GULLFAKS,NORTH SEA,ED50,61,12,54.77,N,2,16,26.79,E,61.215214,2.274108,6787137.11,461004.04,31,2930,2013-05-08
34/10-C-36 A,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1997-05-30,1998-01-24,GULLFAKS,NORTH SEA,ED50,61,12,54.77,N,2,16,26.79,E,61.215214,2.274108,6787137.11,461004.04,31,3054,2013-05-08
34/10-C-37,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,WATER,1998-02-05,1998-04-21,GULLFAKS,NORTH SEA,ED50,61,12,53.52,N,2,16,27.52,E,61.214867,2.274311,6787098.31,461014.51,31,3134,2013-05-08
34/10-C-38,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1998-04-27,1999-06-25,GULLFAKS,NORTH SEA,ED50,61,12,54.68,N,2,16,26.13,E,61.215189,2.273925,6787134.43,460994.16,31,3367,2013-05-08
34/10-C-38 A,Statoil Petroleum AS,050,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GULLFAKS,NORTH SEA,ED50,61,12,54.68,N,2,16,26.13,E,61.215189,2.273925,6787134.43,460994.16,31,6506,2013-05-08
34/10-C-39,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,WATER,2000-01-19,2000-03-30,GULLFAKS,NORTH SEA,ED50,61,12,54.91,N,2,16,26.62,E,61.215253,2.274061,6787141.47,461001.55,31,3419,2013-05-08
34/10-C-40,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1998-07-01,1998-07-16,GULLFAKS,NORTH SEA,ED50,61,12,54.59,N,2,16,26.82,E,61.215164,2.274117,6787131.53,461004.43,31,3549,2013-05-08
34/10-C-41,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1999-06-23,1999-08-23,GULLFAKS,NORTH SEA,NULL,61,12,53.64,N,2,16,27.96,E,61.214900,2.274433,6787101.95,461021.11,31,3738,2013-05-08
34/10-C-41 A,Statoil ASA (old),050,DEVELOPMENT,INJECTION,WATER,2003-03-07,2003-03-16,GULLFAKS,NORTH SEA,ED50,61,12,53.64,N,2,16,27.96,E,61.214900,2.274433,6787101.95,461021.11,31,4683,2013-05-08
34/10-C-42,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1999-09-01,2000-01-12,GULLFAKS,NORTH SEA,ED50,61,12,53.59,N,2,16,27.44,E,61.214886,2.274289,6787100.49,461013.34,31,3853,2013-05-08
34/10-C-43,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2002-03-16,2004-03-08,GULLFAKS,NORTH SEA,ED50,61,12,54.65,N,2,16,26.36,E,61.215181,2.273989,6787133.47,460997.59,31,4509,2013-05-08
34/10-C-44,Den norske stats oljeselskap a.s,050,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,2000-12-24,2001-02-09,GULLFAKS,NORTH SEA,ED50,61,12,54.84,N,2,16,26.7,E,61.215233,2.274083,6787139.29,461002.72,31,4227,2013-05-08
34/10-C-44 A,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,2001-02-09,2001-03-09,GULLFAKS,NORTH SEA,ED50,61,12,54.84,N,2,16,26.7,E,61.215233,2.274083,6787139.29,461002.72,31,4228,2013-05-08
34/10-C-45,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2002-11-06,2003-01-26,GULLFAKS,NORTH SEA,ED50,61,12,53.67,N,2,16,27.73,E,61.214908,2.274369,6787102.92,461017.69,31,4581,2013-05-08
34/10-C-46,Statoil ASA (old),050,DEVELOPMENT,WILDCAT,OIL,2004-03-17,2004-12-22,GIMLE,NORTH SEA,ED50,61,12,53.74,N,2,16,27.64,E,61.214928,2.274344,6787105.10,461016.37,31,5404,2013-05-08
34/10-C-47,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2005-11-28,2006-05-02,GULLFAKS,NORTH SEA,ED50,61,12,54.94,N,2,16,26.39,E,61.215261,2.273997,6787142.43,460998.13,31,5223,2013-05-08
34/10-C-50,Statoil Petroleum AS,050,DEVELOPMENT,INJECTION,WATER,9999-12-31,9999-12-31,GULLFAKS,NORTH SEA,ED50,61,12,54.75,N,2,16,26.04,E,61.215208,2.273900,6787136.61,460992.84,31,5495,2013-05-08
34/10-C-51,Statoil ASA (old),050,DEVELOPMENT,INJECTION,WATER,2007-05-07,2007-07-31,GULLFAKS,NORTH SEA,ED50,61,12,53.74,N,2,16,27.64,E,61.214928,2.274344,6787105.10,461016.37,31,5557,2013-05-08
34/10-C-52,StatoilHydro ASA,050,DEVELOPMENT,OBSERVATION,NULL,2007-12-21,2008-03-14,GULLFAKS,NORTH SEA,ED50,61,12,54.7,N,2,16,26.88,E,61.215194,2.274133,6787134.93,461005.36,31,5774,2013-05-08
34/10-C-52 A,StatoilHydro ASA,050,DEVELOPMENT,PRODUCTION,OIL,2008-03-15,2008-04-07,GULLFAKS,NORTH SEA,ED50,61,12,54.7,N,2,16,26.88,E,61.215194,2.274133,6787134.93,461005.36,31,5775,2013-05-08
34/10-C-52 B,StatoilHydro ASA,050,DEVELOPMENT,PRODUCTION,OIL,2008-04-08,2008-06-10,GULLFAKS,NORTH SEA,ED50,61,12,54.7,N,2,16,26.88,E,61.215194,2.274133,6787134.93,461005.36,31,5819,2013-05-08
34/10-D-1 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,2000-11-17,2001-08-31,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.56,N,2,14,39.45,E,61.124044,2.244292,6777000.16,459284.95,31,3686,2013-05-08
34/10-D-2 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1999-05-13,1999-07-29,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.43,N,2,14,39.25,E,61.124008,2.244236,6776996.18,459281.91,31,3690,2013-05-08
34/10-D-2 AH,Statoil Petroleum AS,050,DEVELOPMENT,PRODUCTION,NULL,9999-12-31,9999-12-31,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.43,N,2,14,39.25,E,61.124008,2.244236,6776996.18,459281.91,31,7190,2013-05-08
34/10-D-3 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1999-07-31,1999-08-23,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.54,N,2,14,39.12,E,61.124039,2.244200,6776999.60,459280.01,31,3687,2013-05-08
34/10-D-3 AH,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1999-10-09,2000-01-24,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.54,N,2,14,39.12,E,61.124039,2.244200,6776999.60,459280.01,31,3805,2013-05-08
34/10-D-3 BH,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2002-01-13,2002-02-06,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.54,N,2,14,39.12,E,61.124039,2.244200,6776999.60,459280.01,31,4469,2013-05-08
34/10-D-3 CH,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2005-04-22,2005-05-29,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.54,N,2,14,39.12,E,61.124039,2.244200,6776999.60,459280.01,31,5058,2013-05-08
34/10-D-4 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1998-06-27,1999-03-06,GULLFAKS SØR,NORTH SEA,ED50,61,7,26.68,N,2,14,39.66,E,61.124078,2.244350,6777003.84,459288.14,31,3526,2013-05-08
34/10-E-1 Y3H,Statoil ASA (old),050,DEVELOPMENT,INJECTION,GAS,2006-09-03,2006-10-08,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.43,N,2,15,38.84,E,61.110675,2.260789,6775500.84,460156.92,31,5405,2013-05-08
34/10-E-1 Y1H,Statoil ASA (old),050,DEVELOPMENT,INJECTION,GAS,2006-07-04,2006-08-21,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.43,N,2,15,38.84,E,61.110675,2.260789,6775500.84,460156.92,31,5362,2013-05-08
34/10-E-1 Y2H,Statoil ASA (old),050,DEVELOPMENT,INJECTION,GAS,2006-08-22,2006-09-02,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.43,N,2,15,38.84,E,61.110675,2.260789,6775500.84,460156.92,31,5363,2013-05-08
34/10-E-2 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,GAS,2000-05-27,2000-07-14,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.27,N,2,15,38.33,E,61.110631,2.260647,6775495.97,460149.22,31,4107,2013-05-08
34/10-E-2 AH,Statoil Petroleum AS,050,DEVELOPMENT,INJECTION,GAS,2011-10-16,2012-05-17,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.27,N,2,15,38.33,E,61.110631,2.260647,6775495.97,460149.22,31,6719,2013-05-08
34/10-E-3 H,Statoil Petroleum AS,050,DEVELOPMENT,INJECTION,NULL,9999-12-31,9999-12-31,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.37,N,2,15,38.19,E,61.110658,2.260608,6775499.09,460147.16,31,3589,2013-05-08
34/10-E-4 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,INJECTION,GAS,1998-12-06,1999-06-08,GULLFAKS SØR,NORTH SEA,NULL,61,6,38.54,N,2,15,38.7,E,61.110706,2.260750,6775504.26,460154.86,31,3585,2013-05-08
34/10-E-4 AH,Statoil ASA (old),050,DEVELOPMENT,INJECTION,NULL,2002-03-26,2002-05-22,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.54,N,2,15,38.7,E,61.110706,2.260750,6775504.26,460154.86,31,4508,2013-05-08
34/10-E-4 BH,Statoil ASA (old),050,DEVELOPMENT,INJECTION,GAS,2006-04-23,2006-05-26,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.54,N,2,15,38.7,E,61.110706,2.260750,6775504.26,460154.86,31,5325,2013-05-08
34/10-E-4 CH,Statoil Petroleum AS,050,DEVELOPMENT,INJECTION,GAS,2012-11-26,2013-01-23,GULLFAKS SØR,NORTH SEA,ED50,61,6,38.54,N,2,15,38.7,E,61.110706,2.260750,6775504.26,460154.86,31,7056,2013-05-08
34/10-F-1 H,Statoil Petroleum AS,050,DEVELOPMENT,PRODUCTION,OIL,2012-05-02,2012-07-25,GULLFAKS SØR,NORTH SEA,ED50,61,5,51.83,N,2,16,36.14,E,61.097731,2.276706,6774049.41,460998.85,31,6799,2013-05-08
34/10-F-2 Y1H,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2004-07-26,2004-10-17,GULLFAKS SØR,NORTH SEA,ED50,61,5,51.68,N,2,16,35.61,E,61.097689,2.276558,6774044.86,460990.87,31,4973,2013-05-08
34/10-F-2 Y2H,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2004-10-18,2004-11-22,GULLFAKS SØR,NORTH SEA,ED50,61,5,51.68,N,2,16,35.61,E,61.097689,2.276558,6774044.86,460990.87,31,4974,2013-05-08
34/10-F-3 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,2000-04-04,2000-05-25,GULLFAKS SØR,NORTH SEA,ED50,61,5,51.78,N,2,16,35.48,E,61.097717,2.276522,6774047.98,460988.95,31,4067,2013-05-08
34/10-F-3 AH,Statoil Petroleum AS,050,DEVELOPMENT,PRODUCTION,OIL,2011-10-14,2012-04-25,GULLFAKS SØR,NORTH SEA,ED50,61,5,51.78,N,2,16,35.48,E,61.097717,2.276522,6774047.98,460988.95,31,6682,2013-05-08
34/10-F-4 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,OBSERVATION,NOT APPLICABLE,1997-08-09,1997-10-07,GULLFAKS SØR,NORTH SEA,ED50,61,5,51.81,N,2,16,35.81,E,61.097725,2.276614,6774048.85,460993.91,31,3163,2013-05-08
34/10-F-4 AH,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1997-10-07,1998-02-11,GULLFAKS SØR,NORTH SEA,ED50,61,5,51.81,N,2,16,35.81,E,61.097725,2.276614,6774048.85,460993.91,31,3164,2013-05-08
34/10-G-1 H,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2003-11-01,2004-02-05,GULLFAKS SØR,NORTH SEA,ED50,61,5,50.23,N,2,16,36.58,E,61.097286,2.276828,6773999.84,461004.90,31,4823,2013-05-08
34/10-G-2 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,1997-04-09,1998-10-30,GULLFAKS SØR,NORTH SEA,ED50,61,5,50.07,N,2,16,36.06,E,61.097242,2.276683,6773994.97,460997.05,31,3046,2013-05-08
34/10-G-2 Y2H,Statoil ASA (old),050,DEVELOPMENT,PRODUCTION,OIL,2004-06-20,2004-07-25,GULLFAKS SØR,NORTH SEA,ED50,61,5,50.07,N,2,16,36.06,E,61.097242,2.276683,6773994.97,460997.05,31,4948,2013-05-08
34/10-G-3 H,Den norske stats oljeselskap a.s,050,DEVELOPMENT,PRODUCTION,OIL,2001-04-12,2001-07-05,GULLFAKS SØR,NORTH SEA,ED50,61,5,50.2,N,2,16,36.25,E,61.097278,2.276736,6773998.96,460999.95,31,4299,2013-05-08
