seaName,seaPlanFromDate,seaNpdidSurvey,seaStatus,seaGeographicalArea,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaPlanToDate,seaDateStarting,seaDateFinalized,seaCdpTotalKm,seaBoatTotalKm,sea3DKm2,seaSampling,seaShallowDrilling,seaGeotechnical,dateSyncNPD
ORG-1205,2012-10-28,7754,Ferdig,Norskehavet,Elektromagnetisk undersøkelse,2D,ORG Geophysical As,2012-12-07,2012-12-03,2012-12-05,88,95,NULL,NULL,NULL,NULL,2013-05-08
DA1202,2012-10-24,7752,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Dana Petroleum Norway AS,2012-11-30,2012-11-08,2012-11-18,94,160,NULL,Nei,Nei,Ja,2013-05-08
JACKDAW-OBS,2012-10-24,7711,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,2D,TGS Nopec Geophysical Company  ASA,2012-11-24,2012-10-29,2012-11-11,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
EMGS1204,2012-10-20,7583,Ferdig,Norskehavet,Elektromagnetisk undersøkelse,3D,Electromagnetic Geoservices ASA,2012-12-20,2012-10-30,2012-11-29,30,30,30920.65,NULL,NULL,NULL,2013-05-08
GDF12303,2012-10-19,7731,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,3D,GDF SUEZ E&P Norge AS,2012-11-23,2012-10-20,2012-11-16,202,376,43.40,Ja,Nei,Ja,2013-05-08
EM-NVG3,2012-10-15,7757,Avlyst,Nordsjøen,Elektromagnetisk undersøkelse,3D,Multiklient Invest AS,2012-11-10,9999-12-31,9999-12-31,NULL,NULL,1441.30,NULL,NULL,NULL,2013-05-08
ST12256,2012-10-10,7750,Avlyst,Nordsjøen,Ordinær seismisk undersøkelse,3D,Statoil ASA,2012-11-09,9999-12-31,2012-10-24,NULL,NULL,62.90,NULL,NULL,NULL,2013-05-08
ST12257,2012-10-10,7751,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,3D,Statoil ASA,2012-11-06,2012-10-21,2012-10-23,172,172,500.79,NULL,NULL,NULL,2013-05-08
ST12340,2012-10-10,7749,Avlyst,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-11-03,9999-12-31,9999-12-31,NULL,NULL,NULL,Nei,Nei,Nei,2013-05-08
ST12335,2012-10-04,7746,Avlyst,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2013-01-31,9999-12-31,9999-12-31,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
ST12339,2012-10-04,7747,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2013-01-31,2012-12-05,2013-01-31,446,446,NULL,Nei,Nei,Ja,2013-05-08
LN12315,2012-10-01,7743,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-12-31,2012-09-28,2012-10-06,47,47,NULL,Nei,Nei,Ja,2013-05-08
LN12316,2012-09-26,7744,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-12-31,2012-10-06,2012-10-18,271,271,NULL,Nei,Nei,Ja,2013-05-08
TO1201-ML,2012-09-23,7660,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Total E&P Norge AS,2012-12-31,2012-10-04,2012-10-24,18670,778,558.41,NULL,NULL,NULL,2013-05-08
GDF12302,2012-09-22,7734,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,GDF SUEZ E&P Norge AS,2012-10-17,2012-09-28,2012-10-17,160,350,NULL,Ja,Nei,Ja,2013-05-08
EM-NVG1,2012-09-21,7701,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,3D,Multiklient Invest AS,2012-11-20,2012-10-03,2012-10-18,473,473,11591.09,NULL,NULL,NULL,2013-05-08
EM-NVG2,2012-09-21,7702,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,3D,Multiklient Invest AS,2012-11-20,2012-10-19,2012-10-26,32,32,5213.45,NULL,NULL,NULL,2013-05-08
TEPN-12-3,2012-09-20,7729,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Total E&P Norge AS,2012-11-18,2012-09-20,2012-10-31,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
ST12328,2012-09-19,7694,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-12-19,2012-10-14,2012-12-01,626,626,NULL,Nei,Nei,Ja,2013-05-08
ST12331,2012-09-19,7707,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-11-29,2012-10-10,2012-10-31,281,281,NULL,Nei,Nei,Ja,2013-05-08
ST12332,2012-09-19,7720,Pågående,Nordsjøen,Borestedundersøkelse / sitesurvey,Ikke seismikk,Statoil ASA,2013-06-19,2012-10-22,9999-12-31,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
ST12333,2012-09-19,7721,Avlyst,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-12-12,9999-12-31,9999-12-31,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
RE12300,2012-09-18,7726,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Repsol Exploration Norge AS,2012-10-15,2012-09-25,2012-10-08,113,113,NULL,Ja,Nei,Ja,2013-05-08
ST12317,2012-09-17,7738,Ferdig,Nordsjøen,Grunnundersøkelser,Ikke seismikk,Statoil ASA,2013-02-27,2012-10-04,2013-01-23,286,286,NULL,Nei,Nei,Ja,2013-05-08
ST12334,2012-09-17,7737,Avlyst,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2013-01-29,9999-12-31,9999-12-31,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
DG1203,2012-09-16,7723,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,Ikke seismikk,DONG E&P Norge AS,2012-09-30,2012-09-16,2012-09-21,NULL,NULL,NULL,Ja,Ja,Ja,2013-05-08
DG1204,2012-09-16,7724,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,Ikke seismikk,DONG E&P Norge AS,2012-09-30,2012-09-16,2012-09-21,NULL,NULL,NULL,Ja,Ja,Ja,2013-05-08
ST12336,2012-09-16,7745,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-10-24,2012-10-01,2012-10-01,10,10,NULL,Nei,Nei,Nei,2013-05-08
TEPN--12-1,2012-09-16,7727,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Total E&P Norge AS,2012-10-31,2012-09-19,2012-11-08,2690,1314,NULL,Ja,Nei,Ja,2013-05-08
LN12311-2,2012-09-15,7742,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-11-15,2012-10-13,2012-10-22,278,278,NULL,Nei,Nei,Nei,2013-05-08
NSRD12,2012-09-14,7741,Avlyst,Nordsjøen,Ordinær seismisk undersøkelse,2D,TGS Nopec Geophysical Company  ASA,2012-11-30,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
GDF12301,2012-09-13,7733,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,GDF SUEZ E&P Norge AS,2012-09-25,2012-09-17,2012-09-28,90,230,NULL,Ja,Nei,Ja,2013-05-08
TEPN-12-2,2012-09-07,7728,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Total E&P Norge AS,2012-11-20,2012-09-08,2012-11-19,1723,1723,NULL,Nei,Nei,Ja,2013-05-08
ST12337,2012-09-04,7739,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-10-09,2012-09-30,2012-10-01,69,69,NULL,Nei,Nei,Ja,2013-05-08
WG1203,2012-09-04,7735,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,WesternGeco AS,2012-10-31,2012-09-06,2012-10-04,63755,3985,1417.32,NULL,NULL,NULL,2013-05-08
EM1202,2012-09-01,7587,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,4D,ExxonMobil Exploration & Production Norway AS,2012-10-15,2012-09-12,2012-09-28,1052,1052,26.97,NULL,NULL,NULL,2013-05-08
LN12307,2012-09-01,7656,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-12-01,2012-10-24,2012-11-06,202,202,NULL,Nei,Nei,Ja,2013-05-08
LN12313,2012-09-01,7691,Avlyst,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-11-01,9999-12-31,9999-12-31,NULL,NULL,NULL,Ja,Nei,Ja,2013-05-08
ST12451-UHPH,2012-09-01,7598,Avlyst,Nordsjøen,Grunnundersøkelser,Ikke seismikk,Statoil ASA,2012-10-10,9999-12-31,9999-12-31,NULL,NULL,NULL,Ja,Nei,Ja,2013-05-08
DN1204,2012-08-30,7740,Ferdig,Nordsjøen,Grunnundersøkelser,Ikke seismikk,Det norske oljeselskap ASA,2012-09-30,2012-09-08,2012-09-09,1,1,NULL,Ja,Ja,Ja,2013-05-08
ST12314,2012-08-27,7730,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-11-03,2012-10-02,2012-10-08,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
DG12-301,2012-08-22,7704,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,DONG E&P Norge AS,2012-09-10,2012-08-22,2012-09-05,192,512,NULL,Ja,Nei,Nei,2013-05-08
CP12301,2012-08-20,7714,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,ConocoPhillips Skandinavia AS,2012-09-30,2012-09-07,2012-09-28,224,224,NULL,Nei,Nei,Nei,2013-05-08
ORG1204,2012-08-20,7736,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,2D,ORG Geophysical As,2012-08-23,2012-08-21,2012-08-22,130,155,NULL,NULL,NULL,NULL,2013-05-08
ST12453,2012-08-20,7680,Ferdig,Norskehavet,Grunnundersøkelser,Ikke seismikk,Statoil ASA,2012-09-30,2012-08-28,2012-09-01,NULL,NULL,NULL,Ja,Ja,Ja,2013-05-08
CGGVMCNV1203,2012-08-15,7703,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,CGG Veritas Services SA,2012-10-31,2012-08-19,2012-08-23,6533,327,586.25,NULL,NULL,NULL,2013-05-08
LN12312,2012-08-15,7682,Avlyst,Barentshavet - Sør,Grunnundersøkelser,Ikke seismikk,Lundin Norway AS,2012-09-01,9999-12-31,9999-12-31,NULL,NULL,NULL,Ja,Nei,Ja,2013-05-08
ORG-1203,2012-08-15,7719,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,2D,ORG Geophysical As,2012-08-23,2012-08-16,2012-08-20,333,424,NULL,NULL,NULL,NULL,2013-05-08
DG12-302,2012-08-13,7705,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,DONG E&P Norge AS,2012-09-30,2012-08-22,2012-09-23,192,181,NULL,Ja,Nei,Nei,2013-05-08
CE1202,2012-08-10,7688,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Centrica Resources (Norge) AS,2012-11-01,2012-08-11,2012-10-24,45302,2831,606.62,NULL,NULL,NULL,2013-05-08
EMGS1205,2012-08-10,7713,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,3D,Electromagnetic Geoservices ASA,2012-10-01,2012-08-25,2012-09-18,750,750,1871.66,NULL,NULL,NULL,2013-05-08
FP12300,2012-08-09,7698,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Faroe Petroleum Norge AS,2012-09-30,9999-12-31,2012-08-24,315,315,NULL,Ja,Nei,Ja,2013-05-08
SEN12301,2012-08-09,7712,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Spring Energy Norway AS,2012-09-29,2012-08-12,2012-08-19,261,350,NULL,Ja,Nei,Ja,2013-05-08
SEN12302,2012-08-09,7722,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Spring Energy Norway AS,2012-09-30,2012-08-19,2012-08-24,176,250,NULL,Ja,Nei,Ja,2013-05-08
MC2D-WBGS12,2012-08-08,7715,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Multiklient Invest AS,2012-09-30,2012-08-12,2012-09-24,4874,4874,NULL,NULL,NULL,NULL,2013-05-08
ST12330,2012-08-06,7706,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-09-29,9999-12-31,2012-08-29,258,300,NULL,Nei,Nei,Ja,2013-05-08
ORG-1201,2012-08-04,7717,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,2D,ORG Geophysical As,2012-08-27,2012-08-06,2012-08-13,335,415,NULL,NULL,NULL,NULL,2013-05-08
ORG-1202,2012-08-04,7718,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,2D,ORG Geophysical As,2012-08-27,2012-08-13,2012-08-15,157,180,NULL,NULL,NULL,NULL,2013-05-08
CGGVMCNV1202,2012-08-01,7630,Avlyst,Norskehavet,Ordinær seismisk undersøkelse,3D,CGG Veritas Services SA,2012-11-30,9999-12-31,9999-12-31,NULL,NULL,2259.18,NULL,NULL,NULL,2013-05-08
LN12314,2012-08-01,7708,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-11-01,2012-08-28,2012-09-18,331,331,NULL,Ja,Nei,Ja,2013-05-08
BPN12001,2012-07-30,7638,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,4D,BP Norge AS,2012-09-30,2012-08-05,2012-09-05,16050,1605,231.19,NULL,NULL,NULL,2013-05-08
EO12301,2012-07-27,7631,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,E.ON E&P Norge AS,2012-08-31,2012-08-10,2012-08-26,302,302,NULL,Nei,Nei,Ja,2013-05-08
PM10-2012,2012-07-26,7709,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,2D,Petromarker AS,2012-08-31,2012-08-04,2012-08-06,8,65,NULL,NULL,NULL,NULL,2013-05-08
ST12329,2012-07-26,7696,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-10-17,2012-08-24,2012-09-25,266,266,NULL,Nei,Nei,Ja,2013-05-08
PM11-2012,2012-07-22,7716,Avlyst,Barentshavet - Sør,Elektromagnetisk undersøkelse,2D,Petromarker AS,2012-08-25,9999-12-31,9999-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH12301,2012-07-20,7697,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,A/S Norske Shell,2012-09-15,2012-08-11,2012-08-14,82,82,NULL,Nei,Nei,Nei,2013-05-08
ST12011,2012-07-20,7637,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,4D,Statoil ASA,2012-10-10,2012-08-11,2012-08-31,20078,836,458.47,NULL,NULL,NULL,2013-05-08
VNG12301,2012-07-20,7652,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,VNG Norge AS,2012-08-31,2012-08-01,2012-08-13,599,599,NULL,Nei,Nei,Ja,2013-05-08
MC3D-Q16UKEX,2012-07-19,7710,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Multiklient Invest AS,2012-12-31,2012-07-19,2012-11-12,75371,6125,1140.02,NULL,NULL,NULL,2013-05-08
WG1201,2012-07-19,7567,Avlyst,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,WesternGeco AS,2012-07-20,9999-12-31,9999-12-31,NULL,NULL,4305.66,NULL,NULL,NULL,2013-05-08
WG1202,2012-07-19,7672,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,WesternGeco AS,2012-08-15,2012-07-20,2012-08-02,1510,197,286.83,NULL,NULL,NULL,2013-05-08
ST12454-JH,2012-07-18,7686,Ferdig,Nordsjøen,Grunnundersøkelser,Ikke seismikk,Statoil ASA,2012-08-31,2012-07-18,2012-07-30,NULL,NULL,NULL,Ja,Ja,Ja,2013-05-08
ST12325,2012-07-13,7673,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-10-04,2012-08-09,2012-09-14,271,271,NULL,Nei,Nei,Ja,2013-05-08
ST12318,2012-07-12,7683,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-09-12,2012-08-08,2012-08-15,269,269,NULL,Nei,Nei,Ja,2013-05-08
CE1203,2012-07-10,7678,Avlyst,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Centrica Energi,2012-08-31,9999-12-31,9999-12-31,NULL,NULL,NULL,Ja,Nei,Ja,2013-05-08
MCG1202,2012-07-10,7700,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,MultiClient Geophysical AS,2012-08-15,2012-07-14,2012-08-08,1333,1333,NULL,NULL,NULL,NULL,2013-05-08
ST12320,2012-07-09,7663,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-09-13,2012-08-01,2012-08-01,69,69,NULL,Nei,Nei,Ja,2013-05-08
ST12321,2012-07-09,7664,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-09-13,2012-08-01,2012-08-03,65,65,NULL,Nei,Nei,Ja,2013-05-08
NO1201,2012-07-06,7665,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Norwegian Energy Company AS,2012-08-15,2012-07-07,2012-07-31,172,172,NULL,Ja,Nei,Ja,2013-05-08
PM05-2012,2012-07-05,7687,Ferdig,Norskehavet,Elektromagnetisk undersøkelse,2D,Petromarker AS,2012-08-05,2012-07-12,2012-07-16,8892,8892,NULL,NULL,NULL,NULL,2013-05-08
PM06-2012,2012-07-05,7689,Ferdig,Barentshavet - Sør,Elektromagnetisk undersøkelse,2D,Petromarker AS,2012-08-17,2012-07-28,2012-07-31,NULL,64,NULL,NULL,NULL,NULL,2013-05-08
PM09-2012,2012-07-05,7690,Ferdig,Nordsjøen,Elektromagnetisk undersøkelse,2D,Petromarker AS,2012-08-31,2012-07-05,2012-07-10,10,10,NULL,NULL,NULL,NULL,2013-05-08
ST12307,2012-07-05,7668,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-09-19,2012-08-04,2012-08-24,760,760,NULL,Nei,Nei,Ja,2013-05-08
WIN12302,2012-07-05,7648,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Wintershall Norge AS,2012-08-05,2012-07-10,2012-08-06,1227,1227,NULL,Nei,Nei,Nei,2013-05-08
ST12326,2012-07-04,7681,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-09-24,2012-08-15,2012-08-20,278,278,NULL,Nei,Nei,Ja,2013-05-08
LN12308,2012-07-01,7657,Avlyst,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-09-28,9999-12-31,9999-12-31,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
NPD1203,2012-07-01,7667,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,2012-08-12,2012-07-10,2012-08-07,3373,3373,NULL,NULL,NULL,NULL,2013-05-08
PM01-2012,2012-07-01,7684,Ferdig,Barentshavet - Sør,Elektromagnetisk undersøkelse,2D,Petromarker AS,2012-07-31,2012-07-18,2012-07-22,5,43,NULL,NULL,NULL,NULL,2013-05-08
PM02-2012,2012-07-01,7685,Ferdig,Barentshavet - Sør,Elektromagnetisk undersøkelse,2D,Petromarker AS,2012-07-31,2012-07-22,2012-07-28,NULL,100,NULL,NULL,NULL,NULL,2013-05-08
RD1205,2012-07-01,7676,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,RWE Dea Norge AS,2012-07-31,2012-07-10,2012-07-31,422,460,NULL,Nei,Nei,Ja,2013-05-08
BPN12301,2012-06-30,7639,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,BP Norge AS,2012-07-30,2012-07-04,2012-07-06,NULL,18,NULL,Nei,Nei,Nei,2013-05-08
DN1203,2012-06-30,7695,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Det norske oljeselskap ASA,2012-08-15,2012-07-19,2012-07-28,86,114,NULL,Nei,Nei,Ja,2013-05-08
SSG1201,2012-06-29,7699,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Searcher Seismic Pty Ltd,2012-08-31,2012-06-29,2012-08-09,110689,4612,1988.78,NULL,NULL,NULL,2013-05-08
ST12322,2012-06-29,7675,Ferdig,Norskehavet,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-08-29,2012-08-02,2012-08-08,266,266,NULL,Nei,Nei,Ja,2013-05-08
ST12323,2012-06-29,7674,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-08-29,9999-12-31,2012-07-02,8,8,NULL,Nei,Nei,Nei,2013-05-08
ST12324,2012-06-29,7677,Ferdig,Barentshavet - Sør,Borestedundersøkelse / sitesurvey,2D,Statoil ASA,2012-08-29,2012-07-14,2012-07-18,69,69,NULL,Nei,Nei,Ja,2013-05-08
RS1201,2012-06-23,7693,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Rocksource ASA,2012-07-25,2012-06-27,2012-07-07,241,241,NULL,Nei,Nei,Ja,2013-05-08
EN1201,2012-06-21,7662,Avlyst,Barentshavet - Sør,Grunnundersøkelser,Ikke seismikk,Eni Norge AS,2012-08-21,9999-12-31,9999-12-31,NULL,NULL,NULL,Ja,Nei,Nei,2013-05-08
GDF-GORE12-1,2012-06-21,7649,Ferdig,Barentshavet - Sør,Grunnundersøkelser,Ikke seismikk,GDF SUEZ E&P Norge AS,2012-07-25,2012-06-25,2012-06-27,NULL,NULL,NULL,Ja,Ja,Nei,2013-05-08
GDF-GORE12-2,2012-06-21,7650,Ferdig,Barentshavet - Sør,Grunnundersøkelser,Ikke seismikk,GDF SUEZ E&P Norge AS,2012-07-25,2012-06-28,2012-06-28,NULL,NULL,NULL,Ja,Ja,Nei,2013-05-08
GDF-GORE12-3,2012-06-21,7651,Ferdig,Barentshavet - Sør,Grunnundersøkelser,Ikke seismikk,GDF SUEZ E&P Norge AS,2012-07-25,2012-06-28,2012-06-28,NULL,NULL,NULL,Ja,Ja,Nei,2013-05-08
PON1201,2012-06-20,7671,Avlyst,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Premier Oil Norge AS,2012-08-04,9999-12-31,9999-12-31,NULL,NULL,NULL,Ja,Ja,Ja,2013-05-08
RD1202,2012-06-20,7679,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,RWE Dea Norge AS,2012-09-01,2012-07-07,2012-08-04,69969,2498,1200.23,NULL,NULL,NULL,2013-05-08
CE1201,2012-06-15,7654,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Centrica Energi,2012-08-31,2012-07-14,2012-08-07,650,655,NULL,Ja,Nei,Ja,2013-05-08
MC3D-BERYL12,2012-06-15,7670,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Multiklient Invest AS,2012-09-30,2012-08-07,2012-09-27,34597,1439,1668.24,NULL,NULL,NULL,2013-05-08
NPD1204,2012-06-15,7659,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,2012-10-25,2012-06-15,2012-10-10,13745,13740,NULL,NULL,NULL,NULL,2013-05-08
WIN12003,2012-06-15,7615,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Wintershall Norge ASA,2012-08-31,2012-06-22,2012-08-09,91460,4573,2044.25,NULL,NULL,NULL,2013-05-08
BG1201,2012-06-14,7621,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,BG Norge AS,2012-07-31,2012-07-21,2012-07-27,66,66,NULL,Nei,Nei,Nei,2013-05-08
ST12454-AAH,2012-06-12,7655,Ferdig,Norskehavet,Grunnundersøkelser,Ikke seismikk,Statoil ASA,2012-07-31,2012-07-07,2012-07-14,NULL,NULL,NULL,Nei,Nei,Ja,2013-05-08
CVX1201,2012-06-10,7646,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Chevron Norge AS,2012-10-10,2012-06-26,2012-09-29,NULL,4568,2583.94,NULL,NULL,NULL,2013-05-08
LN12311,2012-06-10,7658,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-08-10,2012-06-19,2012-06-23,39,113,NULL,Nei,Nei,Ja,2013-05-08
FIN12,2012-06-05,7661,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,Fugro Multi Client Services AS,2012-08-31,2012-06-09,2012-08-08,47968,2998,1049.59,NULL,NULL,NULL,2013-05-08
WIN12001,2012-06-05,7602,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Wintershall Norge ASA,2012-07-25,2012-06-29,2012-07-17,31320,1305,497.65,NULL,NULL,NULL,2013-05-08
CP12L04,2012-06-01,7640,Ferdig,Nordsjøen,Havbunnseismisk undersøkelse,4D,ConocoPhillips Skandinavia AS,2012-07-28,2012-06-12,2012-07-21,3171,3171,191.17,NULL,NULL,NULL,2013-05-08
HF12,2012-06-01,7607,Avlyst,Barentshavet - Sør,Ordinær seismisk undersøkelse,3D,TGS Nopec Geophysical Company  ASA,2012-10-01,9999-12-31,9999-12-31,NULL,NULL,2078.29,NULL,NULL,NULL,2013-05-08
LLD12,2012-06-01,7562,Avlyst,Norskehavet,Ordinær seismisk undersøkelse,3D,TGS Nopec Geophysical Company  ASA,2012-09-01,9999-12-31,9999-12-31,NULL,NULL,5301.69,NULL,NULL,NULL,2013-05-08
MC3D-LIN12,2012-06-01,7653,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Multiklient Invest AS,2012-08-01,2012-06-17,2012-07-18,36065,1802,555.89,NULL,NULL,NULL,2013-05-08
SEN1201,2012-06-01,7666,Ferdig,Barentshavet - Sør,Grunnundersøkelser,2D,Spring Energy Norway AS,2012-09-30,2012-06-16,2012-09-30,1532,1532,NULL,Nei,Nei,Nei,2013-05-08
NPD1202,2012-05-29,7642,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,2012-08-20,2012-06-05,2012-08-09,9507,9507,NULL,NULL,NULL,NULL,2013-05-08
BGN1201,2012-05-28,7626,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Bayerngas Norge AS,2012-06-20,2012-05-29,2012-06-08,17527,626,182.37,NULL,NULL,NULL,2013-05-08
BG1202,2012-05-27,7624,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,BG Norge AS,2012-07-31,2012-06-25,2012-07-27,299,299,NULL,Nei,Nei,Nei,2013-05-08
LN12305,2012-05-27,7608,Ferdig,Nordsjøen,Borestedundersøkelse / sitesurvey,2D,Lundin Norway AS,2012-08-01,2012-06-05,2012-06-11,84,84,NULL,Nei,Nei,Ja,2013-05-08
SU1201,2012-05-21,7576,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,3D,Suncor Energy Norge AS,2012-09-30,2012-05-28,2012-07-09,91595,3818,2003.60,NULL,NULL,NULL,2013-05-08
